mol_id,smiles,homo,split
gdb_100283,NC(=O)C(O)(CO)CO,-0.2478,val
gdb_61830,CC(OC=N)C1CC1O,-0.2606,val
gdb_53392,CC#CC1NCC12CO2,-0.2356,val
gdb_62380,C#CC1(O)C2C=CC1N2,-0.2299,val
gdb_42692,O=C1C2C3CC4C1N4C32,-0.2423,val
gdb_107525,C#CC1OC2CC12OC,-0.2357,val
gdb_90627,CC1(C#N)C2C(O)CN21,-0.2616,val
gdb_19068,C1C2CC1C1OC1C2,-0.2602,val
gdb_85583,CC1OC(=O)CCC1=O,-0.2598,val
gdb_1351,CC1(C)CCCO1,-0.2381,val
gdb_12320,CC1=CCOCC1=O,-0.2345,val
gdb_113857,COC1CC1C1CCC1,-0.2356,val
gdb_96794,CN=C1NC(=O)C2OC12,-0.2621,val
gdb_65001,C#CC(C#C)C1(C)CC1,-0.2617,val
gdb_66864,CC12C3C=C4CN(C41)C32,-0.1932,val
gdb_42760,N#CC12CNC(C1)C2=O,-0.239,val
gdb_81806,CC1N2CC2(C)C12CO2,-0.241,val
gdb_117812,CCC(C)(C=O)COC,-0.242,val
gdb_44226,O=C1CC2C1CC21CO1,-0.2457,val
gdb_27353,Cc1cc(=O)cc(O)o1,-0.2268,val
gdb_124683,CC(C=O)n1nnnn1,-0.2918,val
gdb_6144,CC1(C)CC(C#N)O1,-0.275,val
gdb_115846,CCC1COC2C(O)C12,-0.2346,val
gdb_26943,Cc1occc1N1CC1,-0.2065,val
gdb_78053,CC1C(C)C2C1C2(C)O,-0.2376,val
gdb_29400,Cc1c[nH]c(OC=O)n1,-0.2214,val
gdb_3348,C1=C2CCC2OC1,-0.2261,val
gdb_22538,CC(=NO)C(C=O)C=O,-0.2504,val
gdb_57883,CC(O)C(=O)C1(C)CN1,-0.2591,val
gdb_75814,O=C1CC2(COC2)C1O,-0.2517,val
gdb_84243,CC1N=C2NC3C2C13C,-0.2213,val
gdb_129307,N=c1oncncc1=O,-0.278,val
gdb_86838,C#CC1CC(=O)C(C)O1,-0.2449,val
gdb_4333,O=c1nc(O)nc[nH]1,-0.2708,val
gdb_37018,C1=CC23C=CCC2(C1)N3,-0.2179,val
gdb_32618,CCn1ccc(C#N)c1,-0.2305,val
gdb_55053,C#CCC1CC1C(N)=O,-0.2465,val
gdb_113565,CCC1CC12C=CCO2,-0.207,val
gdb_20306,C#Cc1cncnn1,-0.2448,val
gdb_49080,O=CC12COC3C1NC32,-0.241,val
gdb_12742,OC1CC2OCC12O,-0.2458,val
gdb_78272,CC1C2C3C(O)C3C12O,-0.2052,val
gdb_116059,OCC1CCC=CCO1,-0.2479,val
gdb_87638,CC1CC12CC(=O)C2O,-0.2439,val
gdb_40094,C1OC2CC3(CC3)C2O1,-0.252,val
gdb_87506,OC1C2OC1C21CC1O,-0.2397,val
gdb_36228,C#CCC1=CCCCC1,-0.2353,val
gdb_21793,O=CCc1cnno1,-0.269,val
gdb_90086,CC1C2CC13CC(O)C23,-0.2271,val
gdb_83102,CN1C(=O)C2C=CCC21,-0.2317,val
gdb_124916,C#Cc1c(O)n[nH]c1C,-0.2133,val
gdb_75304,CC1=CCC2CC1(C)C2,-0.2184,val
gdb_82241,CC1C2OCC2C2OC12,-0.2402,val
gdb_111901,CC1=CC(CO)C(=O)N1,-0.2216,val
gdb_26116,CC(C)c1[nH]cnc1N,-0.1821,val
gdb_113923,CC(O)CC1CC1CO,-0.2529,val
gdb_58773,CC(C)C12CCC1(C)C2,-0.2354,val
gdb_88085,CC1OC12COC1CC12,-0.2314,val
gdb_91797,CC12OC1CC(O)C2O,-0.2492,val
gdb_133002,CN=c1ccocc1F,-0.2183,val
gdb_78654,CN1C2C(=O)C3(C)C2C13,-0.2091,val
gdb_73316,CC12CCC34CC(C13)N24,-0.2242,val
gdb_107902,COC12CN3C(=O)C1C32,-0.2404,val
gdb_49206,O=CC1=CCC(=O)C1=O,-0.2418,val
gdb_10142,C#CC(C#C)COC,-0.2601,val
gdb_97333,CN=CNC(=O)C1CC1,-0.2454,val
gdb_58823,CC(C)C12OC1C1NC12,-0.2186,val
gdb_119043,CCC1(COC)CN1C,-0.2209,val
gdb_9751,OCC1(O)CC=CC1,-0.2356,val
gdb_68623,N#CC1C2CC1(N)CO2,-0.2536,val
gdb_76346,CC1C(O)C(C)C1C=O,-0.2369,val
gdb_973,Cc1cc[nH]c1O,-0.1768,val
gdb_131942,Cn1cnc([N+](=O)[O-])c1,-0.2608,val
gdb_99024,CCC(=O)CC(C)(C)O,-0.2501,val
gdb_103059,C#CC1(CO)C2CCN21,-0.2379,val
gdb_102715,C#CC(CC)CC1CC1,-0.2553,val
gdb_64353,CC1(C)CCCC1(C)C,-0.2866,val
gdb_42705,O=C1C2C3CC4C3C2N14,-0.2327,val
gdb_73260,OC12C=CCOC1CC2,-0.2299,val
gdb_4433,Cc1[nH]c(=O)[nH]c1N,-0.1762,val
gdb_105479,CC#CC1(OC)COC1,-0.2477,val
gdb_42124,C1#CCOCCCOC1,-0.2531,val
gdb_91057,CC1C=C2C3CC3C2O1,-0.2273,val
gdb_72835,O=C1NCC2(O)CCC12,-0.2381,val
gdb_18289,OC1C2COC=NC12,-0.2366,val
gdb_77399,CC1C2(O)C3OC2C13O,-0.2223,val
gdb_56481,C#CC(O)C(=O)NC=O,-0.2672,val
gdb_43117,O=C1C2CC3COC2C13,-0.233,val
gdb_126173,CCC(O)c1c[nH]nn1,-0.2564,val
gdb_12880,CC12OCCC1C2O,-0.2334,val
gdb_107851,OCC12CC3OC1C3C2,-0.2375,val
gdb_107459,CC1(C)OC2CC21CO,-0.2331,val
gdb_40564,C1=C(C2CN2)CCOC1,-0.226,val
gdb_38043,C1=CC23C=CC(C2)C3C1,-0.2179,val
gdb_70184,CC12CCC(=O)CC1C2,-0.235,val
gdb_30018,Cn1ccc2c1OCO2,-0.1685,val
gdb_42311,N#CC(=O)N1C=NCC1,-0.2688,val
gdb_99021,CC(C)(C)OC(=O)CO,-0.2656,val
gdb_35978,N#CC1CNCCOC1,-0.233,val
gdb_42766,C#CC12CCC(N1)C2=O,-0.2384,val
gdb_2876,C#CC1CN=CO1,-0.2575,val
gdb_63229,CC1(O)C=CCC1C=O,-0.2452,val
gdb_22288,CC1(C)C2C(=NO)CN21,-0.2259,val
gdb_16736,O=CC1=CC2CN2C1,-0.235,val
gdb_113837,COC1CC1C1CC1O,-0.2371,val
gdb_15574,O=CC1=CCCC1O,-0.2551,val
gdb_103096,CCC1(C)C(C)C1C#N,-0.2747,val
gdb_98807,CNC(=O)C1COC1=O,-0.2612,val
gdb_25170,N#Cc1nccoc1=N,-0.2553,val
gdb_105841,CCC12C(=N)OC1C2O,-0.2497,val
gdb_52490,CC#CC#CC1COC1,-0.2325,val
gdb_39069,C1=CC2OCC23OC3C1,-0.2526,val
gdb_42492,N#CCCCC(=O)C#N,-0.3115,val
gdb_90231,OC1CC23CCC12CO3,-0.2262,val
gdb_65485,C#CC1(C)CC2(CO2)C1,-0.2567,val
gdb_79740,CC1C2C3CC3CC12C,-0.2314,val
gdb_133144,Cc1cn[nH]c(=O)c1F,-0.2402,val
gdb_52305,O=CCCC1C=CCO1,-0.2398,val
gdb_59131,CC(C)C1C2C3OC2C31,-0.2295,val
gdb_122307,CCOCC12CCC1O2,-0.2484,val
gdb_70227,C#CC1=CC2(C)CC2C1,-0.2154,val
gdb_72769,CC12OCC1=CC1CC12,-0.2292,val
gdb_42167,C#CC(=O)C(C#C)C#N,-0.2853,val
gdb_56445,C#CC(O)C(=O)C1CC1,-0.2584,val
gdb_68593,CC12CC(CO1)C2(C)C,-0.2317,val
gdb_84245,CC1N=C2NC3C2C13O,-0.2294,val
gdb_63348,CC1(O)CC(=O)NC1=O,-0.2613,val
gdb_34797,C#CC1C2CC1C1OC21,-0.2511,val
gdb_90706,CC1C=CC2C(C)OC12,-0.2397,val
gdb_74100,NC1=CC(=O)C2CC1C2,-0.2124,val
gdb_114397,CCC1CC2C(=N)OC12,-0.2575,val
gdb_129029,N=c1ccc(=O)[nH]nn1,-0.2605,val
gdb_29527,Nc1coc2c1CCN2,-0.1658,val
gdb_39667,C1=CCN(C2COC2)C1,-0.2093,val
gdb_89874,C#CC1CC12CC(O)C2,-0.2395,val
gdb_80920,CC12OC(C1O)C21CO1,-0.2533,val
gdb_27946,Cc1cncc(C=O)c1,-0.2525,val
gdb_64240,CC1(C)OCC1OC=N,-0.2528,val
gdb_49703,O=CC1C2CCC1C2=O,-0.2445,val
gdb_93698,CC1OCC(C)(C)CO1,-0.2518,val
gdb_18988,C1CN2C1C1OCC12,-0.2107,val
gdb_50324,O=CC1CC2CC3C1N23,-0.236,val
gdb_114968,COC1CC=C2CCC21,-0.2226,val
gdb_117668,CC(O)(CCO)C1CC1,-0.2555,val
gdb_77785,C#CC12CC(=O)N1C2C,-0.2491,val
gdb_116485,COC1C=CCCCO1,-0.2444,val
gdb_64440,CC1(C)CCCOC1=O,-0.255,val
gdb_123098,CCCOCCC(C)=O,-0.2457,val
gdb_17617,CN(C)C(=O)C1CC1,-0.2326,val
gdb_107346,OCC12COC=NC1C2,-0.2364,val
gdb_97057,CN=C1OCC(C)=C1C,-0.2232,val
gdb_96330,CC1CCCOC(C)O1,-0.2474,val
gdb_71567,CC12OC3C(=O)C1NC32,-0.2233,val
gdb_130528,c1ncc2nnoc2n1,-0.2853,val
gdb_102375,CCC(C#N)(CC)CC,-0.307,val
gdb_103151,CCC1(N)C(=O)OC1C,-0.2541,val
gdb_67548,N=C1NC2C3NC3C12O,-0.2283,val
gdb_105254,CCC1(C2CO2)CC1O,-0.255,val
gdb_19814,O=C1NC2C3OC3C12,-0.2464,val
gdb_93217,CC1=CC(C)OCC1=O,-0.2328,val
gdb_111714,CNC1C2OCC12C#N,-0.2304,val
gdb_53227,CC#CC1CC(C)C1=O,-0.2274,val
gdb_128769,COCc1oncc1N,-0.207,val
gdb_38593,C1C2OC3C4CN(C14)C23,-0.2244,val
gdb_85388,CC1OC(=N)CC(=N)O1,-0.2731,val
gdb_404,N#CC1(N)CC1,-0.2722,val
gdb_108703,CCC1=C2COC2CC1,-0.2264,val
gdb_131194,Oc1nnn2c1CC=C2,-0.2205,val
gdb_37580,C1C2C3C4C(C5C1N54)N23,-0.2128,val
gdb_26531,Cc1occc(=O)c1N,-0.2077,val
gdb_56687,N#CC(N)C1(O)CCC1,-0.2576,val
gdb_7579,CC(C)C1(C)COC1,-0.2421,val
gdb_59351,CN(C)C1CC(O)C1=O,-0.2061,val
gdb_131947,Cc1oncc1[N+](=O)[O-],-0.2912,val
gdb_42349,O=C(N1CCC1)N1CC1,-0.2352,val
gdb_55503,CC(=N)OC(=O)C(C)=O,-0.2578,val
gdb_128737,COc1nonc1OC,-0.2491,val
gdb_1408,CN(C=O)CC#N,-0.2711,val
gdb_119263,CCCC1(CCO)CO1,-0.2563,val
gdb_7304,CC(=O)C(C)CC=O,-0.2509,val
gdb_87609,CC1CC12N=COC2=O,-0.2635,val
gdb_46756,O=C1OCC2C3CC3N12,-0.2555,val
gdb_81414,CC1C2C=C(C=O)C1C2,-0.2449,val
gdb_118139,COCC(O)C1NC1C,-0.2451,val
gdb_79560,N#CC12NC1C1C(O)C12,-0.2729,val
gdb_37385,C1C2C3OC4C(O3)C4N12,-0.2149,val
gdb_101651,CC(C=O)CC(O)CO,-0.2523,val
gdb_57630,CC(C)(C#N)NC1CC1,-0.2274,val
gdb_43255,O=C1C=C2NCC3C2N13,-0.242,val
gdb_13085,C#CCC1OCC1O,-0.2448,val
gdb_11317,CN=C1C=CC(=O)N1,-0.2589,val
gdb_72091,CC12CC3CCC1C2O3,-0.2167,val
gdb_47044,O=C1CC2OCC2CO1,-0.2569,val
gdb_30922,COc1c(C)ccn1C,-0.1869,val
gdb_72770,CC12OCC1=CC1NC12,-0.2331,val
gdb_10091,CCC(=NC)OC=O,-0.2701,val
gdb_61654,CC(C#N)CC1CCO1,-0.2593,val
gdb_80047,CN1C2C=CC3(CO3)C21,-0.229,val
gdb_3967,ON=c1cconc1,-0.2178,val
gdb_84112,CC1=CC(O)C2CC1C2,-0.2312,val
gdb_102065,CCN(C=O)C(C)C#N,-0.2647,val
gdb_111283,CCC1C(C)C2(C)CC12,-0.2404,val
gdb_62731,CC1(C)C2NC(=N)C21O,-0.2315,val
gdb_91572,N#CCC12NC1CC2O,-0.2526,val
gdb_132688,Oc1ncc(F)nc1O,-0.2295,val
gdb_107923,CN1C2CC3(CO)C2C13,-0.199,val
gdb_2618,N#CCOCC#N,-0.3151,val
gdb_40282,C1=CC2(COCC1)CO2,-0.2387,val
gdb_33902,C#CC12OC1C1OCC12,-0.2465,val
gdb_81996,CC1C2NC2C1(N)C#N,-0.2455,val
gdb_89324,C#CC12CC1(C)CC2O,-0.2239,val
gdb_67961,CC12CCNC1C(=N)O2,-0.236,val
gdb_57141,C#CC#CC(O)C1CO1,-0.2521,val
gdb_103686,COC1(C)CN(C=O)C1,-0.24,val
gdb_4421,O=c1cncc(O)o1,-0.2374,val
gdb_82271,CC1C(C=O)=CC2CC21,-0.2437,val
gdb_10298,C#CC(CO)C(C)O,-0.2573,val
gdb_103212,CC1(CO)C2C3CN2C31,-0.2302,val
gdb_108617,CCC1=C(C)C(O)CC1,-0.2205,val
gdb_56449,N#CC(O)C(=N)N1CC1,-0.2711,val
gdb_58205,CC(O)C(C)C(C)C#N,-0.2761,val
gdb_109768,CCC1C(C)C1C(C)O,-0.2518,val
gdb_37310,C1=NC2C(CO1)C1CC12,-0.2354,val
gdb_96204,CC1COCC=C1C#N,-0.2652,val
gdb_111650,CCC1C2CNC(=O)N12,-0.2465,val
gdb_85726,C#CC1CC(C)N1C=O,-0.2461,val
gdb_103404,O=C1N2CC2C1(O)CO,-0.2329,val
gdb_5423,Cc1occc1C=O,-0.2373,val
gdb_51585,N#CCC1CC1CC=O,-0.259,val
gdb_111853,CCC1C2OCCC12C,-0.2298,val
gdb_59228,CN(C)C1C(=O)N2CC12,-0.2224,val
gdb_92105,CC12OC3CC(O)C1C32,-0.2319,val
gdb_125350,Cc1cnc2oncn12,-0.2282,val
gdb_118513,OCCC(CO)C1CN1,-0.2348,val
gdb_49000,N=C1OC2(C=O)CCC12,-0.2629,val
gdb_104482,CNC1(C=O)C2CC1O2,-0.2251,val
gdb_19128,N#CC1(C2CC2)CC1,-0.267,val
gdb_115633,COC1CCC12OC2C,-0.2479,val
gdb_62683,CC1(C)C2N3CC3C21O,-0.2167,val
gdb_129078,N=c1cn[nH]nnc1=N,-0.257,val
gdb_17900,OC1C2COCC1N2,-0.2273,val
gdb_67316,N#CC1C2C3NC2C13N,-0.2446,val
gdb_79850,CC1C2C3CCC2(C)C13,-0.2752,val
gdb_129049,N=c1cconc1C=O,-0.255,val
gdb_40632,C1=CC2C(C1)C2C1CC1,-0.2198,val
gdb_979,Nc1[nH]cnc1O,-0.1938,val
gdb_72987,N#CC1(O)C2CCC21O,-0.2667,val
gdb_57434,CC(C)(C)N1CC1C#N,-0.2474,val
gdb_66464,CC12CC3C1C1C2C31C,-0.2307,val
gdb_24574,C1=COC=NC=NC=N1,-0.2316,val
gdb_69444,CC12COC(C#N)C1N2,-0.2673,val
gdb_112643,CC1N=C(N)OC1CO,-0.2251,val
gdb_66503,CC12C3OC4=NC3C1N42,-0.2174,val
gdb_90745,CC1OC2C(=O)NCC12,-0.23,val
gdb_99610,CNC(C#N)C1(N)CC1,-0.2346,val
gdb_88193,CC1CC12CCCCC2,-0.2515,val
gdb_28262,Oc1nc2c([nH]1)CNC2,-0.1927,val
gdb_21277,COc1ncnnn1,-0.2544,val
gdb_60014,CC(O)CN(C)CC#N,-0.2494,val
gdb_44220,N=C1OC2C1CC21CC1,-0.2563,val
gdb_132565,Cc1nc(F)cnc1O,-0.2381,val
gdb_38126,C1=CC2CCC3C1CC23,-0.2283,val
gdb_80026,CN1C2C=CC1C21CN1,-0.2115,val
gdb_125575,Cc1cc(C)c(=N)[nH]n1,-0.2038,val
gdb_47080,O=C1NCC2CCC=C12,-0.237,val
gdb_109262,CCC1=CCC2OCC12,-0.2335,val
gdb_47190,O=C1C=CCNC(=O)C1,-0.245,val
gdb_123739,C1CC(c2nn[nH]n2)C1,-0.2776,val
gdb_109084,CCC1=NC2CCC2O1,-0.2357,val
gdb_42144,C1COCCOCCO1,-0.2376,val
gdb_104446,CCC1(C)CCCOC1,-0.241,val
gdb_44832,N=C1OC2CC(=O)C1O2,-0.2568,val
gdb_20014,CCC1CC1C1CC1,-0.2431,val
gdb_77349,N#CC1OCC(=O)C1O,-0.2676,val
gdb_45828,O=C1OC=NC2CCC12,-0.2707,val
gdb_3574,CC1C2C3CN3C12,-0.2181,val
gdb_41602,C1=NCC2(O1)C1COC12,-0.2303,val
gdb_116324,CCC1OCOC2CC12,-0.248,val
gdb_44350,O=C1C=C2CC3C2N3C1,-0.2243,val
gdb_109847,COC1C(C)C1OC=O,-0.2549,val
gdb_133734,N#CC(CO)C(F)(F)F,-0.3029,val
gdb_127237,Cc1nn(C)cc1C=O,-0.2419,val
gdb_10966,CC12C=CC(N1)C2=O,-0.247,val
gdb_108116,CCC12CC3CC1OC32,-0.2365,val
gdb_33104,COCc1c[nH]c(C)n1,-0.2066,val
gdb_30577,OCC#Cc1ccco1,-0.2132,val
gdb_84205,N=C1NC(C=O)=CC1O,-0.2337,val
gdb_63871,CC1(O)CN2CC21C#N,-0.2616,val
gdb_8028,O=C1CC2(O)COC12,-0.2391,val
gdb_21014,Cn1ccc(=O)nn1,-0.2308,val
gdb_77777,C#CC12OC(=N)C1C2C,-0.253,val
gdb_118282,N#CCCC(O)CCO,-0.2721,val
gdb_22317,CC(CC1CC1C)=NO,-0.2377,val
gdb_32015,CCc1nccc(=O)[nH]1,-0.2387,val
gdb_22967,OCCC1OCC1=NO,-0.2491,val
gdb_35292,N#CC1OC1CN1CC1,-0.2481,val
gdb_100368,C#CC(C)(CO)OC=O,-0.2731,val
gdb_132252,C#Cc1cc(F)ncn1,-0.2771,val
gdb_133679,C#CCC(C)C(F)(F)F,-0.272,val
gdb_44131,N#CC1C2NC(=O)OC12,-0.2758,val
gdb_69833,CC12CCN3CC3C1O2,-0.2271,val
gdb_75672,N#CC12CN1C(=N)C2O,-0.2744,val
gdb_38104,C1=CC2OC2C2CC1O2,-0.2468,val
gdb_115730,COC1CCC1C1CC1,-0.2422,val
gdb_71566,CC12OC3C(=O)C1CC32,-0.2265,val
gdb_123088,CCCCCCC(C)=O,-0.2409,val
gdb_37949,C1=NC2C3OC2C3CO1,-0.2372,val
gdb_26151,CC(C)c1cc[nH]c1O,-0.1776,val
gdb_120027,CC1CC(O)C1CCO,-0.2526,val
gdb_12989,CC12NC1COC2=O,-0.2482,val
gdb_28947,N#CCn1cncc1O,-0.2174,val
gdb_16841,CC1OC(C)C2OC12,-0.2521,val
gdb_13730,COCCN1CC1C,-0.2238,val
gdb_27228,Cc1ncn2c1CC=C2,-0.2068,val
gdb_79315,N#CC12C3OC1C2C3O,-0.2676,val
gdb_20329,C#CCn1ccnn1,-0.261,val
gdb_88473,CN1CC1C1(C)CCO1,-0.2148,val
gdb_28980,C#Cc1ncncc1N,-0.2247,val
gdb_60677,C#CC(O)(C=O)C1CN1,-0.2494,val
gdb_45184,O=C1CN2CC3C1CC32,-0.2118,val
gdb_31100,Nc1[nH]c(O)nc1CO,-0.1779,val
gdb_34937,N#CC1C2N1CC21CC1,-0.2546,val
gdb_12278,CC1OC(CO)C1C,-0.2436,val
gdb_79782,OC1C2C3OC4C1N2C34,-0.2348,val
gdb_99321,O=C(CO)NCC1CC1,-0.2529,val
gdb_81540,CC1C2CC1C21CCC1,-0.2758,val
gdb_86445,CC1CC(C)NC(=O)N1,-0.2334,val
gdb_89852,CC1C=CCC2(CO2)C1,-0.2446,val
gdb_6598,CC12CC(C=O)(C1)O2,-0.2474,val
gdb_14328,O=C1CC2CCN2C1,-0.2151,val
gdb_17515,O=CC12CC3C(C1)N32,-0.256,val
gdb_119372,CC1C2CC1(CCO)O2,-0.2341,val
gdb_97883,CCC#CCC(=O)CC,-0.2377,val
gdb_104015,CCC1(O)CC2CC1O2,-0.2426,val
gdb_114230,CC1CC12CC(CO)C2,-0.251,val
gdb_103633,CCC1(C)CC(O)C1C,-0.2486,val
gdb_104523,C#CCC1(CC)CCO1,-0.2407,val
gdb_125529,Cc1cc2n(n1)C=CC2,-0.2094,val
gdb_129008,c1ccc2[nH]nnc2c1,-0.2419,val
gdb_3959,OCc1cn[nH]n1,-0.2564,val
gdb_93740,O=CC1(O)CCC(O)C1,-0.2485,val
gdb_99389,COC(=O)CNCC=O,-0.2437,val
gdb_29387,C#CCc1cc(O)c[nH]1,-0.1841,val
gdb_124278,CC(=O)c1n[nH]cc1C,-0.2389,val
gdb_132840,O=Cc1ncccc1F,-0.2554,val
gdb_118414,CC#CC(CO)OCC,-0.2435,val
gdb_111687,CCC1C2OCC(C)C12,-0.2243,val
gdb_13262,CC#CCC1CCC1,-0.2389,val
gdb_63122,CC1(O)C2NCC21C#N,-0.2393,val
gdb_102324,CCN(C=O)CC(C)O,-0.2344,val
gdb_93424,CC1CC=CC(=O)OC1,-0.2587,val
gdb_108169,CCC12OC=NC1C2C,-0.2366,val
gdb_89673,CC1OC2(C#N)CC12O,-0.247,val
gdb_52447,C#CCOCCOC=O,-0.2702,val
gdb_78861,CC1C2C3C(N13)C21CO1,-0.2413,val
gdb_82955,CC1C2CC3NC3CN12,-0.2054,val
gdb_34755,C#CC1C2C3COC2C13,-0.2389,val
gdb_105131,C#CC1CC1(C#N)NC,-0.239,val
gdb_73735,C#CC1=C(C)COC1=O,-0.252,val
gdb_85333,CC1=CC(=O)CC(C)C1,-0.2301,val
gdb_48461,O=CC1(C=O)CCC1=O,-0.2634,val
gdb_80068,OC1C2C=CC3CC2C31,-0.2337,val
gdb_128158,CNc1[nH]nc(O)c1O,-0.1901,val
gdb_49214,O=CC1=CNC(=O)OC1,-0.2524,val
gdb_52520,CC#CC(=O)N(C)C=N,-0.2498,val
gdb_71380,CC12NC3C(=O)C1(O)C32,-0.2176,val
gdb_79539,C#CC12CC1C1C(C)C12,-0.2349,val
gdb_31540,CNc1cc(O)c(C)[nH]1,-0.1668,val
gdb_89914,CN1CC2(OC=O)CC12,-0.2226,val
gdb_25875,CC(=O)c1c[nH]c(O)n1,-0.2212,val
gdb_101967,COC(C#N)(C#N)C=O,-0.3067,val
gdb_86638,CC1CC(C=O)C(=N)O1,-0.2602,val
gdb_77076,CC1C(C#N)CC1(C)C,-0.2958,val
gdb_23802,O=c1cc(F)cno1,-0.281,val
gdb_112343,CCC1OC(=N)C=C1N,-0.2114,val
gdb_93585,CC1C=C(C2CO2)CO1,-0.2315,val
gdb_60419,CC(O)COC1COC1,-0.2531,val
gdb_79800,CC1C2=CCN3C1C23C,-0.2059,val
gdb_50192,N=C1OC2C(C=O)NC12,-0.2508,val
gdb_49440,O=CC1C2CCC3C2N13,-0.2331,val
gdb_81173,CC1C2CC1(NC=O)C2,-0.2469,val
gdb_52562,C#CCCC(=O)C#CC,-0.2546,val
gdb_57509,CC(C)(C)OC(=O)C#N,-0.305,val
gdb_92518,CC1OC2CCC2C1=O,-0.2423,val
gdb_129844,Nc1cc(NC=O)n[nH]1,-0.206,val
gdb_51235,O=CCC12CCC1CO2,-0.244,val
gdb_82828,OC1C2CC3CC1(O)C32,-0.2421,val
gdb_8344,N#CCC12CC(C1)O2,-0.2519,val
gdb_132684,Fc1cnc(F)c(F)c1,-0.2591,val
gdb_94527,CC1CCC1C(=O)C=O,-0.2465,val
gdb_127143,CN(C)c1nocc1N,-0.207,val
gdb_65878,O=CC1(O)CCC(=O)C1,-0.2499,val
gdb_79964,CC1C=CC2C(C)C12O,-0.2227,val
gdb_34534,C#CC1=CC2OC2CC1,-0.2279,val
gdb_118463,CCC(CCO)C(C)O,-0.2582,val
gdb_88321,CC1CN1C(=O)NC=O,-0.2504,val
gdb_6824,CC1(C)CCN1C=O,-0.2366,val
gdb_103089,C#CC1C(C)C1(C)CO,-0.2349,val
gdb_20569,CC(O)c1cnoc1,-0.2529,val
gdb_21269,COc1conc1N,-0.2192,val
gdb_45548,N=C1CC2CCOC2O1,-0.2595,val
gdb_96410,N#CC1NCCCC1N,-0.2263,val
gdb_128504,COc1[nH]ncc1CO,-0.2119,val
gdb_2146,O=C1C=CCC1O,-0.2473,val
gdb_87260,CC1OC1(C)COC=O,-0.2702,val
gdb_99345,C#CCCNC(=O)NC,-0.2418,val
gdb_114056,CC12CC1(C)C(CO)O2,-0.2316,val
gdb_105262,CCC1(C2CO2)OC1C,-0.2543,val
gdb_110156,CCC1C(=O)OC1C#N,-0.2949,val
gdb_103831,CCC1(C)CC1C(C)C,-0.2549,val
gdb_33348,C#CC#CC1CN=CO1,-0.2518,val
gdb_92753,CC1CC(C(N)=O)=CN1,-0.1968,val
gdb_83350,CC1C2C=CC1(O)CC2,-0.2364,val
gdb_15965,N#CC1NCC12CN2,-0.2568,val
gdb_6899,COC1C(C)C1(C)C,-0.2326,val
gdb_62122,O=CCCC(O)C1CO1,-0.2509,val
gdb_63756,CC1(O)CC2=CCCC21,-0.2222,val
gdb_50429,O=CC1CC=CC2NC12,-0.2359,val
gdb_113754,CC(C=O)C1NC1CO,-0.2517,val
gdb_106361,O=C1CC2(CO)CC1O2,-0.2362,val
gdb_35758,N#CC1CCC2CC1C2,-0.2942,val
gdb_100221,CCC(O)(C#N)CC#N,-0.3159,val
gdb_59844,CC(=O)C(=O)CC(C)C,-0.2384,val
gdb_84480,O=CC12C=CC(O)C1O2,-0.2666,val
gdb_9699,N#CC1(N)CC=CC1,-0.2553,val
gdb_120201,COCC1C2CC1C2O,-0.2527,val
gdb_36591,N#CCCC1(C#N)CN1,-0.2905,val
gdb_57880,CC(C)C(=O)C1(C)CO1,-0.2416,val
gdb_84278,CC1N=C2OCC2C1C,-0.2449,val
gdb_107187,CN1C2C3OC3(CO)C21,-0.236,val
gdb_117651,CC(C)C(C)(C)CCO,-0.2608,val
gdb_122959,CCCCCC(C)CO,-0.2623,val
gdb_88706,C#CC1OC1C1NC1C,-0.2496,val
gdb_101151,OCC(O)C1=CCCC1,-0.2377,val
gdb_58375,C#CC(CC#N)N(C)C,-0.2312,val
gdb_125457,Cc1nc(O)noc1=N,-0.2451,val
gdb_123500,c1ncc2cnnn2n1,-0.268,val
gdb_51878,O=CCC1CCCOC1,-0.2498,val
gdb_21508,NC(=O)n1ccnn1,-0.2737,val
gdb_82686,N#CC12C(N)C3OC1C32,-0.2447,val
gdb_41038,C1CC23C4C2C2C4C23C1,-0.2139,val
gdb_59843,CC(O)CC#CCC=O,-0.2439,val
gdb_10015,CN=C(C=O)OC=O,-0.2622,val
gdb_28348,Cc1ccc(O)oc1=N,-0.1973,val
gdb_44950,O=C1CC2CC1CCO2,-0.2359,val
gdb_36978,C1CC(CCC2CO2)O1,-0.2435,val
gdb_71781,CC12CC3C4CC1N4C32,-0.2092,val
gdb_83461,CC1C2COC12CC=O,-0.2374,val
gdb_91612,N=C1OC2CC(O)C1C2,-0.2641,val
gdb_92235,OC1CC2CN3CC3C12,-0.2191,val
gdb_131203,Oc1nnn2c1NCC2,-0.1966,val
gdb_10909,CN1C(=O)C2(O)CC12,-0.2283,val
gdb_16009,C1=NC2(CCO1)CC2,-0.2316,val
gdb_120267,CCOC1C(C)C2NC21,-0.224,val
gdb_94652,CC1COC1COC=N,-0.2459,val
gdb_31514,CCc1cc(O)c(C)[nH]1,-0.1717,val
gdb_66154,CC1(COC2CC2)CO1,-0.2371,val
gdb_77941,CC1C2C(C)C1C21CO1,-0.2514,val
gdb_52743,CC#CC(C=O)N1CC1,-0.2398,val
